Project_ID,Area_Type,Built_Up_Area_sqft,Floors,Wall_Thickness_inches,Roof_Type,Soil_Type,Paint_Type,Flooring,Construction_Quality,Cement_Required_bags,Sand_Required_m3,Aggregate_Required_m3,Steel_Required_kg,Bricks_Required_units,Paint_Required_litres,Total_Material_Cost_INR,Labour_Cost_INR,Total_Construction_Cost_INR
P0494,Urban,1690,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,654,38.4,26.2,6945,14184,655,6524266,4913500,11437766
P0495,Rural,1251,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,554,28.8,23.8,5369,10326,512,4478774,3375842,7854616
P0496,Urban,1203,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,522,29.0,22.9,4594,10017,499,4264516,2998729,7263245
P0497,Urban,1376,2,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,561,31.4,24.1,4990,12319,639,4095829,3021215,7117044
P0498,Urban,1509,3,6.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,637,34.0,22.9,6217,12960,547,9059311,5900768,14960079
P0499,Urban,1116,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,474,26.8,18.9,4198,9693,459,2690141,1769457,4459598
P0500,Urban,1052,1,4.5,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,440,23.2,16.2,3814,8806,448,3062709,1880855,4943564
P0501,Semi-Urban,1326,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,509,33.7,24.0,5311,12774,635,4215153,2846145,7061298
P0502,Urban,1152,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,511,29.2,18.2,4946,11323,432,4686739,3008490,7695229
P0503,Rural,1496,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,578,35.4,28.7,6702,13445,525,8350863,6340944,14691807
P0504,Urban,1036,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,432,28.2,19.1,3741,8594,429,2617771,1960813,4578584
P0505,Urban,1277,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,532,28.4,23.1,5526,10618,560,4648796,3156218,7805014
P0506,Urban,1715,1,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,747,38.4,31.6,6630,16312,848,6018667,4598650,10617317
P0507,Urban,1122,2,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,491,24.7,20.0,4307,9700,501,2939415,1870710,4810125
P0508,Semi-Urban,964,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,416,24.5,14.8,3486,8862,377,2740968,2112204,4853172
P0509,Urban,1049,1,6.0,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,432,26.9,17.7,4407,10145,475,2690488,1863833,4554321
P0510,Urban,1213,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,470,33.5,23.7,4882,11462,503,4568594,3073725,7642319
P0511,Urban,1169,1,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,519,26.4,22.0,4812,10751,460,4388241,2912917,7301158
P0512,Semi-Urban,1217,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,498,29.3,22.6,4702,11764,508,4290287,2822570,7112857
P0513,Urban,1090,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,464,27.2,19.2,4286,10881,533,2803302,2042816,4846118
P0514,Urban,1117,1,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,496,30.3,21.1,4348,10062,468,2783851,2055913,4839764
P0515,Urban,1664,3,6.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,716,41.8,25.3,7377,15659,768,6169469,3983013,10152482
P0516,Semi-Urban,1788,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,692,45.8,34.6,6472,15917,870,7431466,4774114,12205580
P0517,Urban,1219,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,532,28.4,22.7,5416,11038,525,4567057,3204514,7771571
P0518,Urban,1011,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,446,28.1,19.7,4265,9270,458,2758554,1717100,4475654
P0519,Urban,1137,1,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,470,29.2,19.4,4205,11282,485,2739372,1795747,4535119
P0520,Urban,1760,1,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,747,42.0,32.2,6530,15200,679,6987858,4787800,11775658
P0521,Urban,1355,1,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,541,32.0,26.1,4785,11046,529,4537793,3395517,7933310
P0522,Urban,1285,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,529,35.9,20.7,4896,12809,610,4586656,3211286,7797942
P0523,Urban,1070,2,4.5,Metal Sheet Roof,Soft,Distemper,Ceramic Tiles,Basic,477,26.4,19.3,4254,10556,386,2857800,1985377,4843177
P0524,Semi-Urban,1153,1,6.0,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,463,28.5,18.7,4946,10687,495,2796324,1995581,4791905
P0525,Urban,1184,2,6.0,Metal Sheet Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,460,32.6,20.4,5013,10341,417,2729822,2092914,4822736
P0526,Urban,1389,1,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,546,32.8,24.5,6017,12228,635,4710880,2979084,7689964
P0527,Urban,1239,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,530,32.0,23.6,4391,10646,485,4440426,3366765,7807191
P0528,Urban,1468,3,6.0,RCC Flat Roof,Medium,Apex Weather Proof,Granite,Premium,586,41.1,28.6,5891,14167,693,7115092,4433733,11548825
P0529,Semi-Urban,1403,3,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,588,38.9,27.4,6139,13472,689,7480418,5737977,13218395
P0530,Urban,976,1,4.5,RCC Flat Roof,Soft,Distemper,Mosaic,Basic,398,23.0,16.3,4111,8891,473,2679638,1815417,4495055
P0531,Urban,957,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,375,26.5,18.0,3548,8302,451,2879782,1905970,4785752
P0532,Semi-Urban,978,1,4.5,Metal Sheet Roof,Hard,Distemper,Ceramic Tiles,Basic,395,25.6,19.0,3884,8572,379,2648076,1793124,4441200
P0533,Semi-Urban,1195,2,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,520,32.3,18.9,5203,11201,511,2637243,1687417,4324660
P0534,Urban,1401,1,9.0,Slab Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,594,38.1,21.6,5993,12589,608,4310899,2883094,7193993
P0535,Rural,1012,1,4.5,RCC Flat Roof,Medium,Distemper,Mosaic,Basic,449,23.9,17.5,4097,10017,505,2329062,1727657,4056719
P0536,Semi-Urban,1198,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,525,26.4,19.8,4208,9814,472,2465953,1912077,4378030
P0537,Urban,1003,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,399,25.2,17.6,4437,9125,438,2387133,1699729,4086862
P0538,Rural,1458,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,621,40.8,23.8,5942,13694,546,7899987,5985941,13885928
P0539,Urban,1340,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,539,32.0,23.1,5529,11112,506,4516912,2868900,7385812
P0540,Urban,1420,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,585,33.4,26.4,5994,12162,674,6890791,5010183,11900974
P0541,Semi-Urban,1174,1,6.0,Metal Sheet Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,454,26.6,19.3,4830,11280,569,2461989,1659010,4120999
P0542,Urban,1165,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,489,29.7,18.7,4163,10402,515,4065319,3120997,7186316
P0543,Rural,1608,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,672,40.5,24.7,6750,14870,608,8764893,6137178,14902071
P0544,Semi-Urban,1265,1,9.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,559,28.5,25.2,5628,10318,619,4380535,3148900,7529435
P0545,Semi-Urban,1224,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,494,30.4,20.4,4415,10148,434,4363603,3054779,7418382
P0546,Rural,1295,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,563,35.3,24.9,5286,11004,581,4287865,2827809,7115674
P0547,Urban,1755,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,713,42.2,32.6,7446,14218,672,7030484,5165568,12196052
P0548,Urban,1362,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,580,33.6,22.0,5756,12824,508,4393056,2751459,7144515
P0549,Urban,1256,1,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,545,33.8,21.9,4653,11899,571,4055068,2999969,7055037
P0550,Rural,1142,2,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,456,28.4,22.4,4439,10421,537,2403634,1700736,4104370
P0551,Urban,1424,2,9.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,632,36.5,27.1,6111,11942,641,4521768,3472757,7994525
P0552,Urban,1068,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,424,24.9,18.8,4338,10562,405,2491100,1671135,4162235
P0553,Semi-Urban,1185,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,508,31.6,20.5,4974,10399,443,4414341,3145899,7560240
P0554,Urban,1432,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,599,35.4,23.5,5438,12553,680,4912157,3035895,7948052
P0555,Urban,999,2,4.5,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,394,23.2,17.5,4167,9813,424,2714873,1678479,4393352
P0556,Rural,1301,2,6.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,539,30.3,21.3,4774,12277,605,4622609,3242452,7865061
P0557,Semi-Urban,1509,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,601,40.8,25.0,6547,13365,692,8079266,5600410,13679676
P0558,Semi-Urban,1654,1,6.0,RCC Sloped Roof,Medium,Lustre Paint,Granite,Premium,720,39.4,25.1,7331,14373,605,7060449,4916332,11976781
P0559,Semi-Urban,1153,1,4.5,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,496,29.9,21.5,4445,11116,411,2555472,1666174,4221646
P0560,Urban,1262,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,567,30.8,22.8,4877,11087,573,4607774,2869062,7476836
P0561,Urban,1176,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,487,30.9,22.7,5214,10178,435,4460736,3307663,7768399
P0562,Semi-Urban,1513,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,631,34.3,29.0,5676,14456,746,8941310,5916110,14857420
P0563,Urban,1659,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,744,45.3,29.7,6466,14481,583,7073000,5228929,12301929
P0564,Semi-Urban,1677,1,6.0,RCC Sloped Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,738,46.9,27.6,7060,13803,689,7952511,5065648,13018159
P0565,Urban,1369,2,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,527,34.7,22.8,5003,13276,586,4676088,2915006,7591094
P0566,Semi-Urban,1186,2,6.0,Slab Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,472,27.6,21.3,4256,9625,481,4640707,3052264,7692971
P0567,Urban,1183,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,464,29.9,19.0,4377,11807,556,4490072,2932803,7422875
P0568,Semi-Urban,1370,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,574,37.7,23.2,5952,10960,514,4477143,3491779,7968922
P0569,Urban,1115,2,6.0,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,494,26.6,19.8,3925,10083,496,2817587,2090602,4908189
P0570,Urban,1400,3,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,561,31.7,24.3,5847,13648,647,8157447,5078391,13235838
P0571,Urban,1265,1,6.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,531,34.9,22.3,4874,12136,526,4060810,2951369,7012179
P0572,Semi-Urban,990,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,415,26.0,15.4,4207,8189,356,2970104,1831501,4801605
P0573,Rural,1314,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,552,34.2,22.6,5851,12110,503,4156853,2903583,7060436
P0574,Semi-Urban,1252,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Ceramic Tiles,Standard,554,34.7,21.3,4653,10951,500,4178637,3144991,7323628
P0575,Semi-Urban,1108,1,6.0,RCC Flat Roof,Hard,Standard Acrylic,Ceramic Tiles,Basic,467,27.6,16.8,4570,9787,480,2622224,1854400,4476624
P0576,Rural,1168,1,6.0,RCC Flat Roof,Soft,Distemper,Mosaic,Basic,516,30.3,21.4,4094,11644,562,2825570,1778537,4604107
P0577,Semi-Urban,1506,2,9.0,RCC Sloped Roof,Medium,Apex Weather Proof,Italian Marble,Premium,603,38.8,26.1,5446,13155,532,7017534,4706400,11723934
P0578,Semi-Urban,1128,2,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,470,27.0,18.4,3990,10339,433,2778946,2105927,4884873
P0579,Semi-Urban,1418,2,9.0,Slab Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,572,32.3,25.0,5860,12984,551,4720329,2960880,7681209
P0580,Urban,1423,2,6.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,563,33.2,22.5,5509,13794,674,6844100,4895966,11740066
P0581,Urban,1198,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,495,28.8,21.2,5001,11101,502,4581247,3139568,7720815
P0582,Urban,1070,1,4.5,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,408,25.1,20.8,4513,8716,506,2372620,1651620,4024240
P0583,Semi-Urban,1177,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,498,31.7,21.6,4196,10139,462,4673709,2927030,7600739
P0584,Semi-Urban,1675,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,664,39.7,25.6,7195,14797,643,6801227,5049512,11850739
P0585,Rural,1289,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,568,31.9,19.5,4804,11538,533,4791397,3042519,7833916
P0586,Urban,1474,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,626,36.8,28.4,6448,12294,546,8039644,5408533,13448177
P0587,Urban,1407,1,9.0,RCC Flat Roof,Soft,Royal Emulsion,Italian Marble,Premium,605,36.0,22.6,6122,12458,695,6089766,4003087,10092853
P0588,Semi-Urban,1652,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,718,42.5,27.4,6677,13517,746,8232883,5408880,13641763
P0589,Rural,1741,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,708,44.5,31.8,6879,17300,631,6564451,4737534,11301985
P0590,Urban,1790,2,6.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,700,47.8,35.7,6300,16822,694,5671877,4412728,10084605
P0591,Urban,1785,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,742,46.9,35.0,6405,17687,871,8266159,6409929,14676088
P0592,Urban,1447,2,9.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,611,38.8,25.9,6507,12895,668,4688142,3125001,7813143
P0593,Rural,1661,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,709,41.4,33.0,7265,14480,592,8285324,5280771,13566095
P0594,Rural,1685,3,6.0,RCC Flat Roof,Soft,Lustre Paint,Imported Vitrified Tiles,Premium,676,46.9,27.6,7504,13660,769,8348022,5755114,14103136
P0595,Urban,982,1,6.0,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,389,24.0,15.9,3919,9569,448,2512124,1711369,4223493
P0596,Urban,1260,1,9.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,544,35.0,21.8,5455,12537,606,4413496,3280495,7693991
P0597,Urban,1217,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,518,32.4,19.2,5161,11195,436,4545046,2947034,7492080
P0598,Urban,1793,3,9.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,744,44.4,35.8,7160,14983,765,7094157,4557747,11651904
P0599,Semi-Urban,1409,2,9.0,RCC Sloped Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,621,38.5,27.4,5694,13093,608,7850866,6092041,13942907
P0600,Semi-Urban,1679,2,9.0,RCC Flat Roof,Soft,Royal Emulsion,Italian Marble,Premium,713,40.9,32.1,6829,13572,632,7665058,4861601,12526659
P0601,Urban,1592,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,667,36.8,27.4,6528,13778,743,9004846,5746871,14751717
P0602,Urban,1513,2,6.0,RCC Sloped Roof,Soft,Royal Emulsion,Imported Vitrified Tiles,Premium,644,39.9,25.6,5950,12540,716,8741127,5452158,14193285
P0603,Semi-Urban,1711,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,737,47.4,32.8,7533,16474,716,6739243,4978993,11718236
P0604,Urban,1536,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Granite,Premium,684,35.4,23.8,5456,13627,681,6166096,3935084,10101180
P0605,Semi-Urban,1709,2,6.0,RCC Flat Roof,Hard,Lustre Paint,Italian Marble,Premium,732,45.5,27.7,6066,16573,600,6804254,4237548,11041802
P0606,Semi-Urban,1447,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,625,35.8,26.1,6207,12198,520,4333869,2987976,7321845
P0607,Urban,1632,3,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Italian Marble,Premium,699,43.5,27.2,6237,14876,782,7932195,5900591,13832786
P0608,Rural,1176,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,520,26.1,22.0,5008,11649,421,4527641,3071477,7599118
P0609,Urban,1295,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,574,31.7,25.6,5653,11127,484,4296655,3033977,7330632
P0610,Urban,1368,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,551,30.2,21.8,6075,12369,683,4480954,3094764,7575718
P0611,Urban,1677,2,9.0,RCC Flat Roof,Hard,Lustre Paint,Imported Vitrified Tiles,Premium,743,46.7,32.7,6083,16178,690,7408112,4551102,11959214
P0612,Urban,994,1,4.5,RCC Flat Roof,Medium,Standard Acrylic,Ceramic Tiles,Basic,416,25.4,18.1,3971,7987,397,2600387,1953448,4553835
P0613,Semi-Urban,1342,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,591,33.8,25.2,4884,11670,548,4168238,2888466,7056704
P0614,Rural,1719,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,700,40.9,31.9,6112,15432,750,8580313,5791169,14371482
P0615,Urban,951,1,6.0,RCC Flat Roof,Soft,Standard Acrylic,Ceramic Tiles,Basic,399,26.0,16.5,4227,8015,343,2640674,1663693,4304367
P0616,Semi-Urban,1018,1,4.5,RCC Flat Roof,Soft,Distemper,Ceramic Tiles,Basic,399,25.7,16.7,4306,9839,465,3014598,1977990,4992588
P0617,Urban,1426,1,6.0,RCC Flat Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,563,33.1,22.7,5010,13609,686,8093635,5466955,13560590
P0618,Urban,1680,1,9.0,RCC Flat Roof,Soft,Lustre Paint,Italian Marble,Premium,664,45.5,27.8,7546,13569,620,6552787,4873602,11426389
P0619,Semi-Urban,1005,2,6.0,Metal Sheet Roof,Medium,Distemper,Ceramic Tiles,Basic,393,28.0,15.6,4109,9299,432,2925798,1952718,4878516
P0620,Urban,1379,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,559,38.2,23.0,4957,13781,538,4616686,2938332,7555018
P0621,Urban,1592,1,9.0,RCC Flat Roof,Medium,Royal Emulsion,Granite,Premium,645,37.0,30.1,6346,13451,603,7783321,5873448,13656769
P0622,Semi-Urban,1663,1,9.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,662,43.8,27.6,7025,14251,769,6261629,4883306,11144935
P0623,Urban,1234,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,523,31.5,20.7,4914,11346,519,4513418,2985215,7498633
P0624,Urban,1325,1,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Ceramic Tiles,Standard,550,36.4,24.6,5594,10825,507,4037082,3165190,7202272
P0625,Semi-Urban,1210,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Vitrified Tiles,Standard,461,31.7,22.1,4732,10952,595,4375170,2969268,7344438
P0626,Semi-Urban,1392,1,9.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,610,36.5,24.9,6110,13085,529,4137931,2925979,7063910
P0627,Urban,1169,1,9.0,RCC Flat Roof,Hard,Premium Acrylic,Ceramic Tiles,Standard,487,27.3,18.2,4516,9949,497,4360015,2695202,7055217
P0628,Urban,1362,2,6.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,526,31.0,25.0,5686,13563,622,4651860,3238070,7889930
P0629,Semi-Urban,1660,2,9.0,RCC Flat Roof,Hard,Apex Weather Proof,Granite,Premium,741,39.9,25.8,6650,13564,822,5916947,4605417,10522364
P0630,Semi-Urban,1479,2,9.0,RCC Sloped Roof,Soft,Royal Emulsion,Granite,Premium,587,39.9,25.2,6599,12072,614,7491352,5134159,12625511
P0631,Urban,1321,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,565,35.7,23.0,5325,11367,560,4095024,3115554,7210578
P0632,Rural,1028,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,420,27.8,16.6,3603,9563,391,2944574,1855786,4800360
P0633,Semi-Urban,1159,2,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,442,30.7,18.6,5023,10246,505,4333624,2743102,7076726
P0634,Semi-Urban,1157,2,6.0,Slab Roof,Hard,Plastic Emulsion,Ceramic Tiles,Standard,478,25.5,18.8,4424,11491,563,4547860,2823658,7371518
P0635,Semi-Urban,1521,2,9.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,671,41.3,25.9,6391,13862,726,6806883,4951354,11758237
P0636,Urban,1276,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,497,31.1,21.8,4668,12562,447,4593237,2892134,7485371
P0637,Semi-Urban,1286,2,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,540,30.2,24.4,4591,12059,483,4359323,2957640,7316963
P0638,Semi-Urban,1770,2,6.0,RCC Flat Roof,Medium,Lustre Paint,Granite,Premium,711,39.5,34.9,7330,17264,798,8009281,5766121,13775402
P0639,Urban,1577,2,9.0,RCC Sloped Roof,Medium,Lustre Paint,Imported Vitrified Tiles,Premium,602,43.2,24.1,6569,12842,719,7519360,5859373,13378733
P0640,Semi-Urban,1246,2,6.0,RCC Flat Roof,Hard,Plastic Emulsion,Vitrified Tiles,Standard,543,34.5,22.5,4678,12270,581,4438247,3027696,7465943
P0641,Semi-Urban,1519,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,658,40.2,26.9,6631,12553,667,8582292,6039289,14621581
P0642,Urban,1433,3,9.0,RCC Flat Roof,Medium,Apex Weather Proof,Italian Marble,Premium,553,31.9,23.9,5745,12989,559,6923199,4339606,11262805
P0643,Urban,1669,3,6.0,RCC Flat Roof,Medium,Lustre Paint,Italian Marble,Premium,652,41.1,29.3,6477,14820,701,6199716,4028033,10227749
P0644,Urban,1640,3,9.0,RCC Flat Roof,Hard,Royal Emulsion,Italian Marble,Premium,703,44.2,30.6,7362,14013,789,8389883,5454868,13844751
P0645,Urban,1606,2,9.0,RCC Flat Roof,Medium,Royal Emulsion,Italian Marble,Premium,707,44.5,27.5,5897,15468,659,8422918,5247704,13670622
P0646,Rural,1098,1,4.5,RCC Flat Roof,Hard,Standard Acrylic,Mosaic,Basic,447,27.1,21.1,4694,9416,437,2471912,1642916,4114828
P0647,Urban,1407,1,9.0,RCC Flat Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,554,31.7,25.5,5131,11706,495,4346939,2815290,7162229
P0648,Semi-Urban,1448,1,6.0,Slab Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,617,37.7,23.5,5538,14001,672,4152152,3009870,7162022
P0649,Urban,1162,1,6.0,RCC Flat Roof,Medium,Distemper,Ceramic Tiles,Basic,487,29.7,19.6,4392,9932,437,2353842,1707837,4061679
P0650,Urban,1395,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,602,37.7,23.4,4970,12896,527,4535575,3098240,7633815
P0651,Semi-Urban,1423,3,6.0,RCC Flat Roof,Medium,Royal Emulsion,Imported Vitrified Tiles,Premium,631,37.9,23.0,5015,12476,528,8387425,5530765,13918190
P0652,Semi-Urban,1300,1,6.0,RCC Flat Roof,Medium,Premium Acrylic,Vitrified Tiles,Standard,532,29.4,22.7,5455,11104,512,4300475,2743496,7043971
P0653,Urban,1415,1,9.0,Slab Roof,Medium,Plastic Emulsion,Vitrified Tiles,Standard,583,35.7,26.0,4979,12740,620,4433744,3202726,7636470
P0654,Semi-Urban,1187,2,6.0,RCC Flat Roof,Soft,Plastic Emulsion,Vitrified Tiles,Standard,525,32.5,19.8,5285,9555,482,4436279,2791898,7228177
P0655,Urban,1424,2,6.0,RCC Flat Roof,Soft,Premium Acrylic,Vitrified Tiles,Standard,634,33.6,22.4,5112,12996,522,4133485,3139596,7273081
P0656,Urban,1606,2,9.0,RCC Flat Roof,Hard,Royal Emulsion,Imported Vitrified Tiles,Premium,681,37.5,24.5,6608,13000,709,6543036,4865228,11408264
P0657,Rural,1772,3,6.0,RCC Flat Roof,Hard,Lustre Paint,Granite,Premium,699,43.6,28.3,7173,14587,626,6968226,5407237,12375463
